Year,Month,Morbidity Weel,Region,Cases,Deaths
2024,1,4,REGION III (CENTRAL LUZON),279,0
2024,1,4,REGION IV-A (CALABARZON),420,1
2024,1,4,REGION IX (ZAMBOANGA PENINSULA),208,0
2024,1,4,REGION V (BICOL REGION),18,1
2024,1,4,REGION VI (WESTERN VISAYAS),139,0
2024,1,4,REGION VII (CENTRAL VISAYAS),333,1
2024,1,4,REGION VIII (EASTERN VISAYAS),116,0
2024,1,4,REGION X (NORTHERN MINDANAO),472,2
2024,1,4,REGION XI (DAVAO REGION),480,3
2024,1,4,REGION XII (SOCCSKSARGEN),332,2
2024,1,4,REGION XIII (CARAGA),275,3
2024,1,5,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),84,0
2024,1,5,CORDILLERA ADMINISTRATIVE REGION (CAR),42,0
2024,1,5,MIMAROPA REGION,78,1
2024,1,5,NATIONAL CAPITAL REGION (NCR),247,1
2024,1,5,NEGROS ISLAND REGION (NIR),63,0
2024,1,5,REGION I (ILOCOS REGION),13,0
2024,1,5,REGION II (CAGAYAN VALLEY),55,1
2024,1,5,REGION III (CENTRAL LUZON),158,1
2024,1,5,REGION IV-A (CALABARZON),225,0
2024,1,5,REGION IX (ZAMBOANGA PENINSULA),110,0
2024,1,5,REGION V (BICOL REGION),5,0
2024,1,5,REGION VI (WESTERN VISAYAS),108,0
2024,1,5,REGION VII (CENTRAL VISAYAS),196,0
2024,1,5,REGION VIII (EASTERN VISAYAS),54,0
2024,1,5,REGION X (NORTHERN MINDANAO),216,0
2024,1,5,REGION XI (DAVAO REGION),243,2
2024,1,5,REGION XII (SOCCSKSARGEN),185,1
2024,1,5,REGION XIII (CARAGA),129,0
2024,2,5,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),81,0
2024,2,5,CORDILLERA ADMINISTRATIVE REGION (CAR),40,0
2024,2,5,MIMAROPA REGION,76,0
2024,2,5,NATIONAL CAPITAL REGION (NCR),202,0
2024,2,5,NEGROS ISLAND REGION (NIR),34,0
2024,2,5,REGION I (ILOCOS REGION),10,0
2024,2,5,REGION II (CAGAYAN VALLEY),56,1
2024,2,5,REGION III (CENTRAL LUZON),126,0
2024,2,5,REGION IV-A (CALABARZON),174,1
2024,2,5,REGION IX (ZAMBOANGA PENINSULA),114,0
2024,2,5,REGION V (BICOL REGION),3,0
